Joint1_Type,Joint1_Axis,Joint2_Type,Joint2_Axis,Joint3_Type,Joint3_Axis,Joint4_Type,Joint4_Axis,Joint5_Type,Joint5_Axis,Joint6_Type,Joint6_Axis,Index
roll,z,roll,y,pris,z,pitch,y,pitch,z,pris,y,1643
roll,z,roll,y,pris,z,pitch,y,pitch,z,pitch,z,1644
roll,z,roll,y,pris,z,pitch,y,pitch,z,roll,x,1645
roll,z,roll,y,pris,z,pitch,y,pitch,z,pris,x,1646
roll,z,roll,y,pris,z,pitch,y,pitch,z,roll,z,1647
roll,z,roll,y,pris,z,pitch,y,pitch,z,pitch,x,1648
roll,z,roll,y,pris,z,pitch,y,roll,x,roll,y,1649
roll,z,roll,y,pris,z,pitch,y,roll,x,pitch,y,1650
roll,z,roll,y,pris,z,pitch,y,roll,x,pris,z,1651
roll,z,roll,y,pris,z,pitch,y,roll,x,pris,y,1652
roll,z,roll,y,pris,z,pitch,y,pris,x,roll,y,1653
roll,z,roll,y,pris,z,pitch,y,pris,x,pitch,y,1654
roll,z,roll,y,pris,z,pitch,y,pris,x,pris,y,1655
roll,z,roll,y,pris,z,pitch,y,pris,x,pitch,z,1656
roll,z,roll,y,pris,z,pitch,y,pris,x,roll,x,1657
roll,z,roll,y,pris,z,pitch,y,pris,x,pris,x,1658
roll,z,roll,y,pris,z,pitch,y,pris,x,roll,z,1659
roll,z,roll,y,pris,z,pitch,y,pris,x,pitch,x,1660
roll,z,roll,y,pris,z,pitch,y,roll,z,roll,y,1661
roll,z,roll,y,pris,z,pitch,y,roll,z,pitch,y,1662
roll,z,roll,y,pris,z,pitch,y,roll,z,pris,z,1663
roll,z,roll,y,pris,z,pitch,y,roll,z,pris,y,1664
roll,z,roll,y,pris,z,pitch,y,pitch,x,roll,y,1665
roll,z,roll,y,pris,z,pitch,y,pitch,x,pitch,y,1666
roll,z,roll,y,pris,z,pitch,y,pitch,x,pris,z,1667
roll,z,roll,y,pris,z,pitch,y,pitch,x,pris,y,1668
roll,z,roll,y,pris,z,pitch,y,pitch,x,pitch,z,1669
roll,z,roll,y,pris,z,pitch,y,pitch,x,roll,x,1670
roll,z,roll,y,pris,z,pitch,y,pitch,x,pris,x,1671
roll,z,roll,y,pris,z,pitch,y,pitch,x,roll,z,1672
roll,z,roll,y,pris,z,pitch,y,pitch,x,pitch,x,1673
roll,z,roll,y,pris,z,pris,y,roll,y,roll,y,1674
roll,z,roll,y,pris,z,pris,y,roll,y,pitch,y,1675
roll,z,roll,y,pris,z,pris,y,roll,y,pris,z,1676
roll,z,roll,y,pris,z,pris,y,roll,y,pris,y,1677
roll,z,roll,y,pris,z,pris,y,pitch,y,roll,y,1678
roll,z,roll,y,pris,z,pris,y,pitch,y,pitch,y,1679
roll,z,roll,y,pris,z,pris,y,pitch,y,pris,z,1680
roll,z,roll,y,pris,z,pris,y,pitch,y,pris,y,1681
roll,z,roll,y,pris,z,pris,y,pitch,y,pitch,z,1682
roll,z,roll,y,pris,z,pris,y,pitch,y,roll,x,1683
roll,z,roll,y,pris,z,pris,y,pitch,y,pris,x,1684
roll,z,roll,y,pris,z,pris,y,pitch,y,roll,z,1685
roll,z,roll,y,pris,z,pris,y,pitch,y,pitch,x,1686
roll,z,roll,y,pris,z,pris,y,pitch,z,roll,y,1687
roll,z,roll,y,pris,z,pris,y,pitch,z,pitch,y,1688
roll,z,roll,y,pris,z,pris,y,pitch,z,pris,z,1689
roll,z,roll,y,pris,z,pris,y,pitch,z,pris,y,1690
roll,z,roll,y,pris,z,pris,y,pitch,z,pitch,z,1691
roll,z,roll,y,pris,z,pris,y,pitch,z,roll,x,1692
roll,z,roll,y,pris,z,pris,y,pitch,z,pris,x,1693
roll,z,roll,y,pris,z,pris,y,pitch,z,roll,z,1694
roll,z,roll,y,pris,z,pris,y,pitch,z,pitch,x,1695
roll,z,roll,y,pris,z,pris,y,roll,x,roll,y,1696
roll,z,roll,y,pris,z,pris,y,roll,x,pitch,y,1697
roll,z,roll,y,pris,z,pris,y,roll,x,pris,z,1698
roll,z,roll,y,pris,z,pris,y,roll,x,pris,y,1699
roll,z,roll,y,pris,z,pris,y,pris,x,roll,y,1700
roll,z,roll,y,pris,z,pris,y,pris,x,pitch,y,1701
roll,z,roll,y,pris,z,pris,y,pris,x,pitch,z,1702
roll,z,roll,y,pris,z,pris,y,pris,x,roll,x,1703
roll,z,roll,y,pris,z,pris,y,pris,x,roll,z,1704
roll,z,roll,y,pris,z,pris,y,pris,x,pitch,x,1705
roll,z,roll,y,pris,z,pris,y,roll,z,roll,y,1706
roll,z,roll,y,pris,z,pris,y,roll,z,pitch,y,1707
roll,z,roll,y,pris,z,pris,y,roll,z,pris,y,1708
roll,z,roll,y,pris,z,pris,y,pitch,x,roll,y,1709
roll,z,roll,y,pris,z,pris,y,pitch,x,pitch,y,1710
roll,z,roll,y,pris,z,pris,y,pitch,x,pris,z,1711
roll,z,roll,y,pris,z,pris,y,pitch,x,pris,y,1712
roll,z,roll,y,pris,z,pris,y,pitch,x,pitch,z,1713
roll,z,roll,y,pris,z,pris,y,pitch,x,roll,x,1714
roll,z,roll,y,pris,z,pris,y,pitch,x,pris,x,1715
roll,z,roll,y,pris,z,pris,y,pitch,x,roll,z,1716
roll,z,roll,y,pris,z,pris,y,pitch,x,pitch,x,1717
roll,z,roll,y,roll,y,roll,y,roll,y,roll,y,1718
roll,z,roll,y,roll,y,roll,y,roll,y,pitch,y,1719
roll,z,roll,y,roll,y,roll,y,roll,y,pris,z,1720
roll,z,roll,y,roll,y,roll,y,roll,y,pris,y,1721
roll,z,roll,y,roll,y,roll,y,pitch,y,roll,y,1722
roll,z,roll,y,roll,y,roll,y,pitch,y,pitch,y,1723
roll,z,roll,y,roll,y,roll,y,pitch,y,pris,z,1724
roll,z,roll,y,roll,y,roll,y,pitch,y,pris,y,1725
roll,z,roll,y,roll,y,roll,y,pitch,y,pitch,z,1726
roll,z,roll,y,roll,y,roll,y,pitch,y,roll,x,1727
roll,z,roll,y,roll,y,roll,y,pitch,y,pris,x,1728
roll,z,roll,y,roll,y,roll,y,pitch,y,roll,z,1729
roll,z,roll,y,roll,y,roll,y,pitch,y,pitch,x,1730
roll,z,roll,y,roll,y,roll,y,pris,z,roll,y,1731
roll,z,roll,y,roll,y,roll,y,pris,z,pitch,y,1732
roll,z,roll,y,roll,y,roll,y,pris,z,pris,y,1733
roll,z,roll,y,roll,y,roll,y,pris,y,roll,y,1734
roll,z,roll,y,roll,y,roll,y,pris,y,pitch,y,1735
roll,z,roll,y,roll,y,roll,y,pris,y,pris,y,1736
roll,z,roll,y,roll,y,roll,y,pris,y,pitch,z,1737
roll,z,roll,y,roll,y,roll,y,pris,y,roll,x,1738
roll,z,roll,y,roll,y,roll,y,pris,y,pris,x,1739
roll,z,roll,y,roll,y,roll,y,pris,y,roll,z,1740
roll,z,roll,y,roll,y,roll,y,pris,y,pitch,x,1741
roll,z,roll,y,roll,y,pitch,y,roll,y,roll,y,1742
roll,z,roll,y,roll,y,pitch,y,roll,y,pitch,y,1743
roll,z,roll,y,roll,y,pitch,y,roll,y,pris,z,1744
roll,z,roll,y,roll,y,pitch,y,roll,y,pris,y,1745
roll,z,roll,y,roll,y,pitch,y,pitch,y,roll,y,1746
roll,z,roll,y,roll,y,pitch,y,pitch,y,pitch,y,1747
roll,z,roll,y,roll,y,pitch,y,pitch,y,pris,z,1748
roll,z,roll,y,roll,y,pitch,y,pitch,y,pris,y,1749
roll,z,roll,y,roll,y,pitch,y,pitch,y,pitch,z,1750
roll,z,roll,y,roll,y,pitch,y,pitch,y,roll,x,1751
roll,z,roll,y,roll,y,pitch,y,pitch,y,pris,x,1752
roll,z,roll,y,roll,y,pitch,y,pitch,y,roll,z,1753
roll,z,roll,y,roll,y,pitch,y,pitch,y,pitch,x,1754
roll,z,roll,y,roll,y,pitch,y,pris,z,roll,y,1755
roll,z,roll,y,roll,y,pitch,y,pris,z,pitch,y,1756
roll,z,roll,y,roll,y,pitch,y,pris,z,pris,y,1757
roll,z,roll,y,roll,y,pitch,y,pris,z,pitch,z,1758
roll,z,roll,y,roll,y,pitch,y,pris,z,roll,x,1759
roll,z,roll,y,roll,y,pitch,y,pris,z,pris,x,1760
roll,z,roll,y,roll,y,pitch,y,pris,z,roll,z,1761
roll,z,roll,y,roll,y,pitch,y,pris,z,pitch,x,1762
roll,z,roll,y,roll,y,pitch,y,pris,y,roll,y,1763
roll,z,roll,y,roll,y,pitch,y,pris,y,pitch,y,1764
roll,z,roll,y,roll,y,pitch,y,pris,y,pris,y,1765
roll,z,roll,y,roll,y,pitch,y,pris,y,pitch,z,1766
roll,z,roll,y,roll,y,pitch,y,pris,y,roll,x,1767
roll,z,roll,y,roll,y,pitch,y,pris,y,pris,x,1768
roll,z,roll,y,roll,y,pitch,y,pris,y,roll,z,1769
roll,z,roll,y,roll,y,pitch,y,pris,y,pitch,x,1770
roll,z,roll,y,roll,y,pitch,y,pitch,z,roll,y,1771
roll,z,roll,y,roll,y,pitch,y,pitch,z,pitch,y,1772
roll,z,roll,y,roll,y,pitch,y,pitch,z,pris,z,1773
roll,z,roll,y,roll,y,pitch,y,pitch,z,pris,y,1774
roll,z,roll,y,roll,y,pitch,y,pitch,z,pitch,z,1775
roll,z,roll,y,roll,y,pitch,y,pitch,z,roll,x,1776
roll,z,roll,y,roll,y,pitch,y,pitch,z,pris,x,1777
roll,z,roll,y,roll,y,pitch,y,pitch,z,roll,z,1778
roll,z,roll,y,roll,y,pitch,y,pitch,z,pitch,x,1779
roll,z,roll,y,roll,y,pitch,y,roll,x,roll,y,1780
roll,z,roll,y,roll,y,pitch,y,roll,x,pitch,y,1781
roll,z,roll,y,roll,y,pitch,y,roll,x,pris,z,1782
roll,z,roll,y,roll,y,pitch,y,roll,x,pris,y,1783
roll,z,roll,y,roll,y,pitch,y,pris,x,roll,y,1784
roll,z,roll,y,roll,y,pitch,y,pris,x,pitch,y,1785
roll,z,roll,y,roll,y,pitch,y,pris,x,pris,y,1786
roll,z,roll,y,roll,y,pitch,y,pris,x,pitch,z,1787
roll,z,roll,y,roll,y,pitch,y,pris,x,roll,x,1788
roll,z,roll,y,roll,y,pitch,y,pris,x,pris,x,1789
roll,z,roll,y,roll,y,pitch,y,pris,x,roll,z,1790
roll,z,roll,y,roll,y,pitch,y,pris,x,pitch,x,1791
roll,z,roll,y,roll,y,pitch,y,roll,z,roll,y,1792
roll,z,roll,y,roll,y,pitch,y,roll,z,pitch,y,1793
roll,z,roll,y,roll,y,pitch,y,roll,z,pris,z,1794
roll,z,roll,y,roll,y,pitch,y,roll,z,pris,y,1795
roll,z,roll,y,roll,y,pitch,y,pitch,x,roll,y,1796
roll,z,roll,y,roll,y,pitch,y,pitch,x,pitch,y,1797
roll,z,roll,y,roll,y,pitch,y,pitch,x,pris,z,1798
roll,z,roll,y,roll,y,pitch,y,pitch,x,pris,y,1799
roll,z,roll,y,roll,y,pitch,y,pitch,x,pitch,z,1800
roll,z,roll,y,roll,y,pitch,y,pitch,x,roll,x,1801
roll,z,roll,y,roll,y,pitch,y,pitch,x,pris,x,1802
roll,z,roll,y,roll,y,pitch,y,pitch,x,roll,z,1803
roll,z,roll,y,roll,y,pitch,y,pitch,x,pitch,x,1804
roll,z,roll,y,roll,y,pris,z,roll,y,roll,y,1805
roll,z,roll,y,roll,y,pris,z,roll,y,pitch,y,1806
roll,z,roll,y,roll,y,pris,z,roll,y,pris,z,1807
roll,z,roll,y,roll,y,pris,z,roll,y,pris,y,1808
roll,z,roll,y,roll,y,pris,z,pitch,y,roll,y,1809
roll,z,roll,y,roll,y,pris,z,pitch,y,pitch,y,1810
roll,z,roll,y,roll,y,pris,z,pitch,y,pris,z,1811
roll,z,roll,y,roll,y,pris,z,pitch,y,pris,y,1812
roll,z,roll,y,roll,y,pris,z,pitch,y,pitch,z,1813
roll,z,roll,y,roll,y,pris,z,pitch,y,roll,x,1814
roll,z,roll,y,roll,y,pris,z,pitch,y,pris,x,1815
roll,z,roll,y,roll,y,pris,z,pitch,y,roll,z,1816
roll,z,roll,y,roll,y,pris,z,pitch,y,pitch,x,1817
roll,z,roll,y,roll,y,pris,z,pris,y,roll,y,1818
roll,z,roll,y,roll,y,pris,z,pris,y,pitch,y,1819
roll,z,roll,y,roll,y,pris,z,pris,y,pitch,z,1820
roll,z,roll,y,roll,y,pris,z,pris,y,roll,x,1821
roll,z,roll,y,roll,y,pris,z,pris,y,pris,x,1822
roll,z,roll,y,roll,y,pris,z,pris,y,roll,z,1823
roll,z,roll,y,roll,y,pris,z,pris,y,pitch,x,1824
roll,z,roll,y,roll,y,pris,y,roll,y,roll,y,1825
roll,z,roll,y,roll,y,pris,y,roll,y,pitch,y,1826
roll,z,roll,y,roll,y,pris,y,roll,y,pris,z,1827
roll,z,roll,y,roll,y,pris,y,roll,y,pris,y,1828
roll,z,roll,y,roll,y,pris,y,pitch,y,roll,y,1829
roll,z,roll,y,roll,y,pris,y,pitch,y,pitch,y,1830
roll,z,roll,y,roll,y,pris,y,pitch,y,pris,z,1831
roll,z,roll,y,roll,y,pris,y,pitch,y,pris,y,1832
roll,z,roll,y,roll,y,pris,y,pitch,y,pitch,z,1833
roll,z,roll,y,roll,y,pris,y,pitch,y,roll,x,1834
roll,z,roll,y,roll,y,pris,y,pitch,y,pris,x,1835
roll,z,roll,y,roll,y,pris,y,pitch,y,roll,z,1836
roll,z,roll,y,roll,y,pris,y,pitch,y,pitch,x,1837
roll,z,roll,y,roll,y,pris,y,pris,y,roll,y,1838
roll,z,roll,y,roll,y,pris,y,pris,y,pitch,y,1839
roll,z,roll,y,roll,y,pris,y,pris,y,pitch,z,1840
roll,z,roll,y,roll,y,pris,y,pris,y,roll,x,1841
roll,z,roll,y,roll,y,pris,y,pris,y,pris,x,1842
roll,z,roll,y,roll,y,pris,y,pris,y,roll,z,1843
roll,z,roll,y,roll,y,pris,y,pris,y,pitch,x,1844
roll,z,roll,y,roll,y,pris,y,pitch,z,roll,y,1845
roll,z,roll,y,roll,y,pris,y,pitch,z,pitch,y,1846
roll,z,roll,y,roll,y,pris,y,pitch,z,pris,z,1847
roll,z,roll,y,roll,y,pris,y,pitch,z,pris,y,1848
roll,z,roll,y,roll,y,pris,y,pitch,z,pitch,z,1849
roll,z,roll,y,roll,y,pris,y,pitch,z,roll,x,1850
roll,z,roll,y,roll,y,pris,y,pitch,z,pris,x,1851
roll,z,roll,y,roll,y,pris,y,pitch,z,roll,z,1852
roll,z,roll,y,roll,y,pris,y,pitch,z,pitch,x,1853
roll,z,roll,y,roll,y,pris,y,roll,x,roll,y,1854
roll,z,roll,y,roll,y,pris,y,roll,x,pitch,y,1855
roll,z,roll,y,roll,y,pris,y,roll,x,pris,z,1856
roll,z,roll,y,roll,y,pris,y,roll,x,pris,y,1857
roll,z,roll,y,roll,y,pris,y,pris,x,roll,y,1858
roll,z,roll,y,roll,y,pris,y,pris,x,pitch,y,1859
roll,z,roll,y,roll,y,pris,y,pris,x,pitch,z,1860
roll,z,roll,y,roll,y,pris,y,pris,x,roll,x,1861
roll,z,roll,y,roll,y,pris,y,pris,x,pris,x,1862
roll,z,roll,y,roll,y,pris,y,pris,x,roll,z,1863
roll,z,roll,y,roll,y,pris,y,pris,x,pitch,x,1864
roll,z,roll,y,roll,y,pris,y,roll,z,roll,y,1865
roll,z,roll,y,roll,y,pris,y,roll,z,pitch,y,1866
roll,z,roll,y,roll,y,pris,y,roll,z,pris,y,1867
roll,z,roll,y,roll,y,pris,y,pitch,x,roll,y,1868
roll,z,roll,y,roll,y,pris,y,pitch,x,pitch,y,1869
roll,z,roll,y,roll,y,pris,y,pitch,x,pris,z,1870
roll,z,roll,y,roll,y,pris,y,pitch,x,pris,y,1871
roll,z,roll,y,roll,y,pris,y,pitch,x,pitch,z,1872
roll,z,roll,y,roll,y,pris,y,pitch,x,roll,x,1873
roll,z,roll,y,roll,y,pris,y,pitch,x,pris,x,1874
roll,z,roll,y,roll,y,pris,y,pitch,x,roll,z,1875
roll,z,roll,y,roll,y,pris,y,pitch,x,pitch,x,1876
roll,z,pitch,y,roll,y,roll,y,roll,y,roll,y,1877
roll,z,pitch,y,roll,y,roll,y,roll,y,pitch,y,1878
roll,z,pitch,y,roll,y,roll,y,roll,y,pris,z,1879
roll,z,pitch,y,roll,y,roll,y,roll,y,pris,y,1880
roll,z,pitch,y,roll,y,roll,y,pitch,y,roll,y,1881
roll,z,pitch,y,roll,y,roll,y,pitch,y,pitch,y,1882
roll,z,pitch,y,roll,y,roll,y,pitch,y,pris,z,1883
roll,z,pitch,y,roll,y,roll,y,pitch,y,pris,y,1884
roll,z,pitch,y,roll,y,roll,y,pitch,y,pitch,z,1885
roll,z,pitch,y,roll,y,roll,y,pitch,y,roll,x,1886
roll,z,pitch,y,roll,y,roll,y,pitch,y,pris,x,1887
roll,z,pitch,y,roll,y,roll,y,pitch,y,roll,z,1888
roll,z,pitch,y,roll,y,roll,y,pitch,y,pitch,x,1889
roll,z,pitch,y,roll,y,roll,y,pris,z,roll,y,1890
roll,z,pitch,y,roll,y,roll,y,pris,z,pitch,y,1891
roll,z,pitch,y,roll,y,roll,y,pris,z,pris,y,1892
roll,z,pitch,y,roll,y,roll,y,pris,y,roll,y,1893
roll,z,pitch,y,roll,y,roll,y,pris,y,pitch,y,1894
roll,z,pitch,y,roll,y,roll,y,pris,y,pris,y,1895
roll,z,pitch,y,roll,y,roll,y,pris,y,pitch,z,1896
roll,z,pitch,y,roll,y,roll,y,pris,y,roll,x,1897
roll,z,pitch,y,roll,y,roll,y,pris,y,pris,x,1898
roll,z,pitch,y,roll,y,roll,y,pris,y,roll,z,1899
roll,z,pitch,y,roll,y,roll,y,pris,y,pitch,x,1900
roll,z,pitch,y,roll,y,pitch,y,roll,y,roll,y,1901
roll,z,pitch,y,roll,y,pitch,y,roll,y,pitch,y,1902
roll,z,pitch,y,roll,y,pitch,y,roll,y,pris,z,1903
roll,z,pitch,y,roll,y,pitch,y,roll,y,pris,y,1904
roll,z,pitch,y,roll,y,pitch,y,pitch,y,roll,y,1905
roll,z,pitch,y,roll,y,pitch,y,pitch,y,pitch,y,1906
roll,z,pitch,y,roll,y,pitch,y,pitch,y,pris,z,1907
roll,z,pitch,y,roll,y,pitch,y,pitch,y,pris,y,1908
roll,z,pitch,y,roll,y,pitch,y,pitch,y,pitch,z,1909
roll,z,pitch,y,roll,y,pitch,y,pitch,y,roll,x,1910
roll,z,pitch,y,roll,y,pitch,y,pitch,y,pris,x,1911
roll,z,pitch,y,roll,y,pitch,y,pitch,y,roll,z,1912
roll,z,pitch,y,roll,y,pitch,y,pitch,y,pitch,x,1913
roll,z,pitch,y,roll,y,pitch,y,pris,z,roll,y,1914
roll,z,pitch,y,roll,y,pitch,y,pris,z,pitch,y,1915
roll,z,pitch,y,roll,y,pitch,y,pris,z,pris,y,1916
roll,z,pitch,y,roll,y,pitch,y,pris,z,pitch,z,1917
roll,z,pitch,y,roll,y,pitch,y,pris,z,roll,x,1918
roll,z,pitch,y,roll,y,pitch,y,pris,z,pris,x,1919
roll,z,pitch,y,roll,y,pitch,y,pris,z,roll,z,1920
roll,z,pitch,y,roll,y,pitch,y,pris,z,pitch,x,1921
roll,z,pitch,y,roll,y,pitch,y,pris,y,roll,y,1922
roll,z,pitch,y,roll,y,pitch,y,pris,y,pitch,y,1923
roll,z,pitch,y,roll,y,pitch,y,pris,y,pris,y,1924
roll,z,pitch,y,roll,y,pitch,y,pris,y,pitch,z,1925
roll,z,pitch,y,roll,y,pitch,y,pris,y,roll,x,1926
roll,z,pitch,y,roll,y,pitch,y,pris,y,pris,x,1927
roll,z,pitch,y,roll,y,pitch,y,pris,y,roll,z,1928
roll,z,pitch,y,roll,y,pitch,y,pris,y,pitch,x,1929
roll,z,pitch,y,roll,y,pitch,y,pitch,z,roll,y,1930
roll,z,pitch,y,roll,y,pitch,y,pitch,z,pitch,y,1931
roll,z,pitch,y,roll,y,pitch,y,pitch,z,pris,z,1932
roll,z,pitch,y,roll,y,pitch,y,pitch,z,pris,y,1933
roll,z,pitch,y,roll,y,pitch,y,pitch,z,pitch,z,1934
roll,z,pitch,y,roll,y,pitch,y,pitch,z,roll,x,1935
roll,z,pitch,y,roll,y,pitch,y,pitch,z,pris,x,1936
roll,z,pitch,y,roll,y,pitch,y,pitch,z,roll,z,1937
roll,z,pitch,y,roll,y,pitch,y,pitch,z,pitch,x,1938
roll,z,pitch,y,roll,y,pitch,y,roll,x,roll,y,1939
roll,z,pitch,y,roll,y,pitch,y,roll,x,pitch,y,1940
roll,z,pitch,y,roll,y,pitch,y,roll,x,pris,z,1941
roll,z,pitch,y,roll,y,pitch,y,roll,x,pris,y,1942
roll,z,pitch,y,roll,y,pitch,y,pris,x,roll,y,1943
roll,z,pitch,y,roll,y,pitch,y,pris,x,pitch,y,1944
roll,z,pitch,y,roll,y,pitch,y,pris,x,pris,y,1945
roll,z,pitch,y,roll,y,pitch,y,pris,x,pitch,z,1946
roll,z,pitch,y,roll,y,pitch,y,pris,x,roll,x,1947
roll,z,pitch,y,roll,y,pitch,y,pris,x,pris,x,1948
roll,z,pitch,y,roll,y,pitch,y,pris,x,roll,z,1949
roll,z,pitch,y,roll,y,pitch,y,pris,x,pitch,x,1950
roll,z,pitch,y,roll,y,pitch,y,roll,z,roll,y,1951
roll,z,pitch,y,roll,y,pitch,y,roll,z,pitch,y,1952
roll,z,pitch,y,roll,y,pitch,y,roll,z,pris,z,1953
roll,z,pitch,y,roll,y,pitch,y,roll,z,pris,y,1954
roll,z,pitch,y,roll,y,pitch,y,pitch,x,roll,y,1955
roll,z,pitch,y,roll,y,pitch,y,pitch,x,pitch,y,1956
roll,z,pitch,y,roll,y,pitch,y,pitch,x,pris,z,1957
roll,z,pitch,y,roll,y,pitch,y,pitch,x,pris,y,1958
roll,z,pitch,y,roll,y,pitch,y,pitch,x,pitch,z,1959
roll,z,pitch,y,roll,y,pitch,y,pitch,x,roll,x,1960
roll,z,pitch,y,roll,y,pitch,y,pitch,x,pris,x,1961
roll,z,pitch,y,roll,y,pitch,y,pitch,x,roll,z,1962
roll,z,pitch,y,roll,y,pitch,y,pitch,x,pitch,x,1963
roll,z,pitch,y,roll,y,pris,z,roll,y,roll,y,1964
roll,z,pitch,y,roll,y,pris,z,roll,y,pitch,y,1965
roll,z,pitch,y,roll,y,pris,z,roll,y,pris,z,1966
roll,z,pitch,y,roll,y,pris,z,roll,y,pris,y,1967
roll,z,pitch,y,roll,y,pris,z,pitch,y,roll,y,1968
roll,z,pitch,y,roll,y,pris,z,pitch,y,pitch,y,1969
roll,z,pitch,y,roll,y,pris,z,pitch,y,pris,z,1970
roll,z,pitch,y,roll,y,pris,z,pitch,y,pris,y,1971
roll,z,pitch,y,roll,y,pris,z,pitch,y,pitch,z,1972
roll,z,pitch,y,roll,y,pris,z,pitch,y,roll,x,1973
roll,z,pitch,y,roll,y,pris,z,pitch,y,pris,x,1974
roll,z,pitch,y,roll,y,pris,z,pitch,y,roll,z,1975
roll,z,pitch,y,roll,y,pris,z,pitch,y,pitch,x,1976
roll,z,pitch,y,roll,y,pris,z,pris,y,roll,y,1977
roll,z,pitch,y,roll,y,pris,z,pris,y,pitch,y,1978
roll,z,pitch,y,roll,y,pris,z,pris,y,pitch,z,1979
roll,z,pitch,y,roll,y,pris,z,pris,y,roll,x,1980
roll,z,pitch,y,roll,y,pris,z,pris,y,pris,x,1981
roll,z,pitch,y,roll,y,pris,z,pris,y,roll,z,1982
roll,z,pitch,y,roll,y,pris,z,pris,y,pitch,x,1983
roll,z,pitch,y,roll,y,pris,y,roll,y,roll,y,1984
roll,z,pitch,y,roll,y,pris,y,roll,y,pitch,y,1985
roll,z,pitch,y,roll,y,pris,y,roll,y,pris,z,1986
roll,z,pitch,y,roll,y,pris,y,roll,y,pris,y,1987
roll,z,pitch,y,roll,y,pris,y,pitch,y,roll,y,1988
roll,z,pitch,y,roll,y,pris,y,pitch,y,pitch,y,1989
roll,z,pitch,y,roll,y,pris,y,pitch,y,pris,z,1990
roll,z,pitch,y,roll,y,pris,y,pitch,y,pris,y,1991
roll,z,pitch,y,roll,y,pris,y,pitch,y,pitch,z,1992
roll,z,pitch,y,roll,y,pris,y,pitch,y,roll,x,1993
roll,z,pitch,y,roll,y,pris,y,pitch,y,pris,x,1994
roll,z,pitch,y,roll,y,pris,y,pitch,y,roll,z,1995
roll,z,pitch,y,roll,y,pris,y,pitch,y,pitch,x,1996
roll,z,pitch,y,roll,y,pris,y,pris,y,roll,y,1997
roll,z,pitch,y,roll,y,pris,y,pris,y,pitch,y,1998
roll,z,pitch,y,roll,y,pris,y,pris,y,pitch,z,1999
roll,z,pitch,y,roll,y,pris,y,pris,y,roll,x,2000
roll,z,pitch,y,roll,y,pris,y,pris,y,pris,x,2001
roll,z,pitch,y,roll,y,pris,y,pris,y,roll,z,2002
roll,z,pitch,y,roll,y,pris,y,pris,y,pitch,x,2003
roll,z,pitch,y,roll,y,pris,y,pitch,z,roll,y,2004
roll,z,pitch,y,roll,y,pris,y,pitch,z,pitch,y,2005
roll,z,pitch,y,roll,y,pris,y,pitch,z,pris,z,2006
roll,z,pitch,y,roll,y,pris,y,pitch,z,pris,y,2007
roll,z,pitch,y,roll,y,pris,y,pitch,z,pitch,z,2008
roll,z,pitch,y,roll,y,pris,y,pitch,z,roll,x,2009
roll,z,pitch,y,roll,y,pris,y,pitch,z,pris,x,2010
roll,z,pitch,y,roll,y,pris,y,pitch,z,roll,z,2011
roll,z,pitch,y,roll,y,pris,y,pitch,z,pitch,x,2012
roll,z,pitch,y,roll,y,pris,y,roll,x,roll,y,2013
roll,z,pitch,y,roll,y,pris,y,roll,x,pitch,y,2014
roll,z,pitch,y,roll,y,pris,y,roll,x,pris,z,2015
roll,z,pitch,y,roll,y,pris,y,roll,x,pris,y,2016
roll,z,pitch,y,roll,y,pris,y,pris,x,roll,y,2017
roll,z,pitch,y,roll,y,pris,y,pris,x,pitch,y,2018
roll,z,pitch,y,roll,y,pris,y,pris,x,pitch,z,2019
roll,z,pitch,y,roll,y,pris,y,pris,x,roll,x,2020
roll,z,pitch,y,roll,y,pris,y,pris,x,pris,x,2021
roll,z,pitch,y,roll,y,pris,y,pris,x,roll,z,2022
roll,z,pitch,y,roll,y,pris,y,pris,x,pitch,x,2023
roll,z,pitch,y,roll,y,pris,y,roll,z,roll,y,2024
roll,z,pitch,y,roll,y,pris,y,roll,z,pitch,y,2025
roll,z,pitch,y,roll,y,pris,y,roll,z,pris,y,2026
roll,z,pitch,y,roll,y,pris,y,pitch,x,roll,y,2027
roll,z,pitch,y,roll,y,pris,y,pitch,x,pitch,y,2028
roll,z,pitch,y,roll,y,pris,y,pitch,x,pris,z,2029
roll,z,pitch,y,roll,y,pris,y,pitch,x,pris,y,2030
roll,z,pitch,y,roll,y,pris,y,pitch,x,pitch,z,2031
roll,z,pitch,y,roll,y,pris,y,pitch,x,roll,x,2032
roll,z,pitch,y,roll,y,pris,y,pitch,x,pris,x,2033
roll,z,pitch,y,roll,y,pris,y,pitch,x,roll,z,2034
roll,z,pitch,y,roll,y,pris,y,pitch,x,pitch,x,2035
roll,z,pitch,y,roll,z,roll,y,roll,y,roll,y,2036
roll,z,pitch,y,roll,z,roll,y,roll,y,pitch,y,2037
roll,z,pitch,y,roll,z,roll,y,roll,y,pris,z,2038
roll,z,pitch,y,roll,z,roll,y,roll,y,pris,y,2039
roll,z,pitch,y,roll,z,roll,y,pitch,y,roll,y,2040
roll,z,pitch,y,roll,z,roll,y,pitch,y,pitch,y,2041
roll,z,pitch,y,roll,z,roll,y,pitch,y,pris,z,2042
roll,z,pitch,y,roll,z,roll,y,pitch,y,pris,y,2043
