1.2,2.9,1.5
1.14,2.08,1.57
1.51,1.42,1.85
1.26,0.08,2.06
1.05,-0.15,1.3
1.43,-1.53,1.47
1.18,-1.42,1.6
1.1,-3.15,1.5
1.16,-4.2,1.7
1.4,-4.5,1.8
