_roll_y_0_1_pitch_x_0_7_pitch_y_0_6_pitch_y_0_7_pitch_y_0_2_roll_z_0_1,1,6.02913498878,False,,
_roll_y_0_1_pitch_x_0_7_pitch_y_0_6_pitch_y_0_7_pitch_y_0_2_roll_z_0_1,2,6.01060891151,False,,
_roll_y_0_1_pitch_x_0_7_pitch_y_0_6_pitch_y_0_7_pitch_y_0_2_roll_z_0_1,3,6.01089715958,False,,
_roll_y_0_1_pitch_x_0_7_pitch_y_0_6_pitch_y_0_7_pitch_y_0_2_roll_z_0_1,4,6.0241651535,False,,
_roll_y_0_1_pitch_x_0_7_pitch_y_0_6_pitch_y_0_7_pitch_y_0_2_roll_z_0_1,5,6.01730108261,False,,
_roll_y_0_1_pitch_x_0_7_pitch_y_0_6_pitch_y_0_7_pitch_y_0_2_roll_z_0_1,6,6.01451683044,False,,
_roll_y_0_1_pitch_x_0_7_pitch_y_0_6_pitch_y_0_7_pitch_y_0_2_roll_z_0_1,7,6.03382611275,False,,
_roll_y_0_1_pitch_x_0_7_pitch_y_0_6_pitch_y_0_7_pitch_y_0_2_roll_z_0_1,8,6.01929712296,False,,
_roll_y_0_1_pitch_x_0_7_pitch_y_0_6_pitch_y_0_7_pitch_y_0_2_roll_z_0_1,9,6.02210783958,False,,
_roll_y_0_1_pitch_x_0_7_pitch_y_0_6_pitch_y_0_7_pitch_y_0_2_roll_z_0_1,10,6.016477108,False,,
